Date,VIX Close,Vxn Close
9/28/2004,13.83,20.67
9/29/2004,13.21,20.48
9/30/2004,13.34,18.91
10/1/2004,12.75,19.61
10/4/2004,13.41,20.02
10/5/2004,13.95,19.77
10/6/2004,13.28,20.59
10/7/2004,14.5,20.69
10/8/2004,15.05,20.05
10/11/2004,14.71,20.93
10/12/2004,15.05,22.13
10/13/2004,15.42,22.3
10/14/2004,16.43,21.8
10/15/2004,15.04,20.72
10/18/2004,14.71,20.84
10/19/2004,15.13,20.65
10/20/2004,14.85,20.36
10/21/2004,14.54,21.36
10/22/2004,15.28,22.7
10/25/2004,16.58,22.47
10/26/2004,16.39,21.52
10/27/2004,15.72,21.25
10/28/2004,15.39,21.9
10/29/2004,16.27,22.61
11/1/2004,16.27,22.97
11/2/2004,16.18,20.82
11/3/2004,14.04,20.16
11/4/2004,13.97,19.47
11/5/2004,13.84,19.22
11/8/2004,13.8,19.19
11/9/2004,13.61,19.41
11/10/2004,13.08,18.92
11/11/2004,13.04,18.82
11/12/2004,13.33,18.5
11/15/2004,13.38,18.6
11/16/2004,13.21,18.5
11/17/2004,13.21,18.79
11/18/2004,12.98,19.72
11/19/2004,13.5,18.77
11/22/2004,12.97,18.43
11/23/2004,12.67,17.88
11/24/2004,12.72,17.94
11/26/2004,12.78,18.83
11/29/2004,13.3,18.84
11/30/2004,13.24,18.24
12/1/2004,12.97,18.64
12/2/2004,12.98,18.26
12/3/2004,12.96,19.53
12/6/2004,13.19,20.28
12/7/2004,13.67,20.01
12/8/2004,13.19,19.84
12/9/2004,12.88,19.57
12/10/2004,12.76,18.78
12/13/2004,12.54,18.58
12/14/2004,12.73,18.77
12/15/2004,12.35,18.6
12/16/2004,12.27,18.21
12/17/2004,11.95,18.21
12/20/2004,11.83,16.94
12/21/2004,11.55,17.15
12/22/2004,11.45,16.8
12/23/2004,11.23,18.33
12/27/2004,12.14,17.79
12/28/2004,12,17.72
12/29/2004,11.62,17.94
12/30/2004,12.56,18.58
12/31/2004,13.29,19.5
1/3/2005,14.08,20.06
1/4/2005,13.98,20.18
1/5/2005,14.09,20.13
1/6/2005,13.58,19.15
1/7/2005,13.49,19.61
1/10/2005,13.23,19.67
1/11/2005,13.19,19.28
1/12/2005,12.56,19.09
1/13/2005,12.84,18.57
1/14/2005,12.43,18.75
1/18/2005,12.47,19.24
1/19/2005,13.18,19.5
1/20/2005,13.83,19.37
1/21/2005,14.36,19.87
1/24/2005,14.65,19.52
1/25/2005,14.06,18.92
1/26/2005,13.44,18.58
1/27/2005,13.24,18.58
1/28/2005,13.24,18.43
1/31/2005,12.82,17.76
2/1/2005,12.03,17.3
2/2/2005,11.66,17.36
2/3/2005,11.79,16.92
2/4/2005,11.21,17.56
2/7/2005,11.73,17.6
2/8/2005,11.6,18.24
2/9/2005,12,17.92
2/10/2005,11.51,17.19
2/11/2005,11.43,17.68
2/14/2005,11.52,17.56
2/15/2005,11.27,17.41
2/16/2005,11.1,17.53
2/17/2005,11.77,17.87
2/18/2005,11.18,19
2/22/2005,13.14,18.44
2/23/2005,12.39,17.61
2/24/2005,11.57,17.34
2/25/2005,11.49,18.07
2/28/2005,12.08,17.78
3/1/2005,12.04,18.2
3/2/2005,12.5,18.76
3/3/2005,12.93,18.13
3/4/2005,11.94,17.73
3/7/2005,12.26,17.86
3/8/2005,12.4,17.8
3/9/2005,12.7,17.88
3/10/2005,12.49,18.57
3/11/2005,12.8,18.35
3/14/2005,12.39,18.68
3/15/2005,13.15,19.01
3/16/2005,13.49,18.46
3/17/2005,13.29,17.88
3/18/2005,13.14,17.83
3/21/2005,13.61,18.03
3/22/2005,14.27,17.68
3/23/2005,14.06,17.15
3/24/2005,13.42,17.74
3/28/2005,13.75,17.99
3/29/2005,14.49,17.36
3/30/2005,13.64,17.65
3/31/2005,14.02,17.61
4/1/2005,14.09,18.07
4/4/2005,14.11,17.67
4/5/2005,13.68,17.35
4/6/2005,13.15,16.67
4/7/2005,12.33,16.96
4/8/2005,12.62,16.9
4/11/2005,11.98,16.24
4/12/2005,11.3,16.07
4/13/2005,13.31,18.01
4/14/2005,14.53,21.85
4/15/2005,17.74,21.38
4/18/2005,16.56,19.11
4/19/2005,14.96,20.23
4/20/2005,16.92,18.52
4/21/2005,14.41,19.04
4/22/2005,15.38,18.58
4/25/2005,14.62,18.68
4/26/2005,14.91,18.76
4/27/2005,14.87,20.13
4/28/2005,16.86,18.54
4/29/2005,15.31,20.8
5/2/2005,15.12,20.14
5/3/2005,14.53,18.32
5/4/2005,13.85,18.12
5/5/2005,13.98,17.58
5/6/2005,14.05,18.37
5/9/2005,13.75,18.11
5/10/2005,14.91,17.87
5/11/2005,14.45,18.81
5/12/2005,16.12,18.41
5/13/2005,16.32,18.77
5/16/2005,15.68,18.28
5/17/2005,14.57,17.55
5/18/2005,13.63,16.95
5/19/2005,13.32,15.88
5/20/2005,13.14,16.04
5/23/2005,12.95,15.84
5/24/2005,12.69,15.62
5/25/2005,12.58,15
5/26/2005,12.24,15.15
5/27/2005,12.15,16.08
5/31/2005,13.29,15.87
6/1/2005,12.36,14.95
6/2/2005,11.84,15.59
6/3/2005,12.15,15.74
6/6/2005,12.28,15.61
6/7/2005,12.39,15.8
6/8/2005,12.7,15.27
6/9/2005,12.08,15.87
6/10/2005,11.96,15.74
6/13/2005,11.65,15.75
6/14/2005,11.79,15.45
6/15/2005,11.46,14.97
6/16/2005,11.15,14.63
6/17/2005,11.48,14.7
6/20/2005,11.47,13.43
6/21/2005,11.08,14.04
6/22/2005,11.05,15.07
6/23/2005,12.13,15.3
6/24/2005,12.18,15.73
6/27/2005,12.52,14.84
6/28/2005,11.58,14.46
6/29/2005,11.77,14.46
6/30/2005,12.04,14.27
7/1/2005,11.4,14.5
7/5/2005,11.68,14.77
7/6/2005,12.27,15.14
7/7/2005,12.49,13.8
7/8/2005,11.45,13.57
7/11/2005,11.28,14.77
7/12/2005,10.95,14.88
7/13/2005,10.84,14.21
7/14/2005,10.81,13.34
7/15/2005,10.33,13.81
7/18/2005,10.77,13.06
7/19/2005,10.45,12.89
7/20/2005,10.23,13.47
7/21/2005,10.97,12.95
7/22/2005,10.52,13.58
7/25/2005,11.1,13.56
7/26/2005,10.99,12.76
7/27/2005,10.36,12.61
7/28/2005,10.52,13.87
7/29/2005,11.57,14.38
8/1/2005,12.08,13.95
8/2/2005,11.75,13.72
8/3/2005,11.83,14.94
8/4/2005,12.52,15.4
8/5/2005,12.48,15.95
8/8/2005,13.21,15.25
8/9/2005,12.4,15.67
8/10/2005,12.38,15.73
8/11/2005,12.42,15.63
8/12/2005,12.74,15.07
8/15/2005,12.26,16.2
8/16/2005,13.52,15.57
8/17/2005,13.3,15.29
8/18/2005,13.42,16.16
8/19/2005,13.42,15.94
8/22/2005,13.42,15.57
8/23/2005,13.34,15.43
8/24/2005,14.17,15.35
8/25/2005,13.73,15.37
8/26/2005,13.72,15.3
8/29/2005,13.52,15.36
8/30/2005,13.65,14.71
8/31/2005,12.6,15.07
9/1/2005,13.15,15.67
9/2/2005,13.57,14.89
9/6/2005,12.93,14.9
9/7/2005,12.52,14.7
9/8/2005,12.93,14.27
9/9/2005,11.98,15.16
9/12/2005,11.65,14.97
9/13/2005,12.39,15.57
9/14/2005,12.91,15.76
9/15/2005,12.49,14.58
9/16/2005,11.22,14.69
9/19/2005,12.14,15.17
9/20/2005,12.64,15.85
9/21/2005,13.79,15.3
9/22/2005,13.33,15.16
9/23/2005,12.96,14.82
9/26/2005,13.04,14.39
9/27/2005,12.76,14.35
9/28/2005,12.63,14.37
9/29/2005,12.24,13.31
9/30/2005,11.92,13.97
10/3/2005,12.46,14.91
10/4/2005,13.2,15.86
10/5/2005,14.55,16.79
10/6/2005,14.96,16.62
10/7/2005,14.59,17.28
10/10/2005,15.55,17.15
10/11/2005,15.63,17.76
10/12/2005,16.22,17.19
10/13/2005,16.47,16.23
10/14/2005,14.87,16.22
10/17/2005,14.67,16.48
10/18/2005,15.33,15.57
10/19/2005,13.5,16.35
10/20/2005,16.11,15.82
10/21/2005,16.13,15.23
10/24/2005,14.74,15.28
10/25/2005,14.53,15.87
10/26/2005,14.59,17.7
10/27/2005,16.02,17.52
10/28/2005,14.25,17.99
10/31/2005,15.32,17.39
11/1/2005,14.85,15.82
11/2/2005,13.48,15.65
11/3/2005,13,15.18
11/4/2005,13.17,15.67
11/7/2005,13.1,15.56
11/8/2005,13.08,15.87
11/9/2005,12.8,14.61
11/10/2005,11.9,14.21
11/11/2005,11.63,14.68
11/14/2005,12.18,14.79
11/15/2005,12.23,13.96
11/16/2005,12.26,13.28
11/17/2005,11.25,14.36
11/18/2005,11.12,14.11
11/21/2005,10.82,14.01
11/22/2005,10.6,14.16
11/23/2005,10.96,13.89
11/25/2005,10.88,14.78
11/28/2005,11.84,15.4
11/29/2005,11.89,15.31
11/30/2005,12.06,14.42
12/1/2005,11.24,13.92
12/2/2005,11.01,14.6
12/5/2005,11.6,14.36
12/6/2005,11.52,14.98
12/7/2005,12.18,15.44
12/8/2005,12.21,15.14
12/9/2005,11.69,14.83
12/12/2005,11.47,14.22
12/13/2005,11.11,13.79
12/14/2005,10.48,13.99
12/15/2005,10.73,13.19
12/16/2005,10.68,14.23
12/19/2005,11.38,14.14
12/20/2005,11.19,13.97
12/21/2005,10.81,13.67
12/22/2005,10.29,13.6
12/23/2005,10.27,14.65
12/27/2005,11.57,14.48
12/28/2005,11.35,14.62
12/29/2005,11.61,14.26
12/30/2005,12.07,14.69
1/3/2006,11.14,14.85
1/4/2006,11.37,15.01
1/5/2006,11.31,14.95
1/6/2006,11,15.66
1/9/2006,11.13,15.77
1/10/2006,10.86,15.23
1/11/2006,10.94,15.93
1/12/2006,11.2,15.92
1/13/2006,11.23,16.74
1/17/2006,11.91,17.11
1/18/2006,12.25,16.51
1/19/2006,11.98,19.45
1/20/2006,14.56,19.43
1/23/2006,13.93,18.37
1/24/2006,13.31,17.93
1/25/2006,12.87,17.55
1/26/2006,12.42,17.31
1/27/2006,11.97,17.89
1/30/2006,12.39,18.58
1/31/2006,12.95,17.12
2/1/2006,12.36,17.79
2/2/2006,13.23,17.53
2/3/2006,12.96,17.62
2/6/2006,13.04,17.66
2/7/2006,13.59,17.06
2/8/2006,12.83,17.14
2/9/2006,13.12,16.88
2/10/2006,12.87,17.39
2/13/2006,13.35,16.91
2/14/2006,12.25,16.05
2/15/2006,12.31,14.93
2/16/2006,11.48,15.11
2/17/2006,12.01,15.25
2/21/2006,12.41,15.34
2/22/2006,11.88,15.59
2/23/2006,11.87,15.16
2/24/2006,11.46,14.97
2/27/2006,11.59,15.99
2/28/2006,12.34,15.49
3/1/2006,11.54,15.99
3/2/2006,11.72,16.27
3/3/2006,11.96,17.52
3/6/2006,12.74,17.7
3/7/2006,12.66,17.47
3/8/2006,12.32,17.79
3/9/2006,12.68,17.62
3/10/2006,11.85,17.25
3/13/2006,11.37,15.72
3/14/2006,10.74,15.44
3/15/2006,11.35,15.62
3/16/2006,11.98,15.36
3/17/2006,12.12,15.93
3/20/2006,11.79,16.04
3/21/2006,11.62,16.1
3/22/2006,11.21,16.03
3/23/2006,11.17,15.91
3/24/2006,11.19,16.11
3/27/2006,11.46,16.3
3/28/2006,11.58,15.81
3/29/2006,10.95,16.14
3/30/2006,11.57,16.31
3/31/2006,11.39,16.52
4/3/2006,11.57,16.26
4/4/2006,11.14,15.92
4/5/2006,11.13,15.63
4/6/2006,11.45,15.88
4/7/2006,12.26,16.4
4/10/2006,12.19,17.04
4/11/2006,13,17.04
4/12/2006,12.76,16.34
4/13/2006,12.38,17.31
4/17/2006,12.58,16.34
4/18/2006,11.4,15.21
4/19/2006,11.32,15.52
4/20/2006,11.64,15.92
4/21/2006,11.59,15.61
4/24/2006,11.75,15.59
4/25/2006,11.75,15.55
4/26/2006,11.76,15.21
4/27/2006,11.84,15.51
4/28/2006,11.59,16.33
5/1/2006,12.54,15.79
5/2/2006,11.99,15.58
5/3/2006,11.99,14.94
5/4/2006,11.86,14.43
5/5/2006,11.62,14.77
5/8/2006,12,14.64
5/9/2006,11.99,14.85
5/10/2006,11.78,15.72
5/11/2006,12.49,17.1
5/12/2006,14.19,18.04
5/15/2006,13.57,17.33
5/16/2006,13.35,19.56
5/17/2006,16.26,20.31
5/18/2006,16.99,20.95
5/19/2006,17.18,22.54
5/22/2006,17.72,22.18
5/23/2006,18.26,21.91
5/24/2006,17.36,19.69
5/25/2006,15.5,18.58
5/26/2006,14.26,22.1
5/30/2006,18.66,21.46
5/31/2006,16.44,18.86
6/1/2006,14.52,18.38
6/2/2006,14.32,20.9
6/5/2006,16.65,21.14
6/6/2006,17.34,22.18
6/7/2006,17.8,23.54
6/8/2006,18.35,24.61
6/9/2006,18.12,23.22
6/12/2006,20.96,25.64
6/13/2006,23.81,25.73
6/14/2006,21.46,24.34
6/15/2006,15.9,19.47
6/16/2006,17.25,21.69
6/19/2006,17.83,22.04
6/20/2006,16.69,21.03
6/21/2006,15.52,19.66
6/22/2006,15.88,20.81
6/23/2006,15.89,20.36
6/26/2006,15.62,20.83
6/27/2006,16.4,22.11
6/28/2006,15.79,21.45
6/29/2006,13.03,17.93
6/30/2006,13.08,17.89
7/3/2006,13.05,17.68
7/5/2006,14.15,19.78
7/6/2006,13.65,19.8
7/7/2006,13.97,20.17
7/10/2006,14.02,20.82
7/11/2006,13.14,20.18
7/12/2006,14.49,22.07
7/13/2006,17.79,24.66
7/14/2006,18.05,24.62
7/17/2006,18.64,24.52
7/18/2006,17.74,23.89
7/19/2006,15.55,22.83
7/20/2006,16.21,23.22
7/21/2006,17.4,23.2
7/24/2006,14.98,21.78
7/25/2006,14.85,21.52
7/26/2006,14.62,20.69
7/27/2006,14.94,20.79
7/28/2006,14.33,19.26
7/31/2006,14.95,20.33
8/1/2006,15.05,21.38
8/2/2006,14.34,20.85
8/3/2006,14.46,21.12
8/4/2006,14.34,21.63
8/7/2006,15.23,22.87
8/8/2006,15.23,22.85
8/9/2006,15.2,21.6
8/10/2006,14.46,20.86
8/11/2006,14.3,20.06
8/14/2006,14.26,19.11
8/15/2006,13.42,18.49
8/16/2006,12.41,18.99
8/17/2006,12.24,18.96
8/18/2006,11.64,18.45
8/21/2006,12.22,19.87
8/22/2006,12.19,19.96
8/23/2006,12.4,20.29
8/24/2006,12.4,19.52
8/25/2006,12.31,16.98
8/28/2006,12.18,17.23
8/29/2006,12.28,17.29
8/30/2006,12.22,16.8
8/31/2006,12.31,17.39
9/1/2006,11.96,16.8
9/5/2006,12.63,18.35
9/6/2006,13.74,20.19
9/7/2006,13.88,20.27
9/8/2006,13.16,19.82
9/11/2006,12.99,19.77
9/12/2006,11.92,18.26
9/13/2006,11.18,17.59
9/14/2006,11.55,17.49
9/15/2006,11.76,17.75
9/18/2006,11.78,18.45
9/19/2006,11.98,18.26
9/20/2006,11.39,18.45
9/21/2006,12.25,18.2
9/22/2006,12.59,18.23
9/25/2006,12.12,17.72
9/26/2006,11.53,17.66
9/27/2006,11.58,17.41
9/28/2006,11.72,17.26
9/29/2006,11.98,17.68
10/2/2006,12.57,19.44
10/3/2006,12.24,19.78
10/4/2006,11.86,18.53
10/5/2006,11.98,18.15
10/6/2006,11.56,17.97
10/9/2006,11.68,18.28
10/10/2006,11.52,18.86
10/11/2006,11.62,18.51
10/12/2006,11.09,17.66
10/13/2006,10.75,17.83
10/16/2006,11.09,18.45
10/17/2006,11.73,18.88
10/18/2006,11.34,18.09
10/19/2006,10.9,16.93
10/20/2006,10.63,16.7
10/23/2006,11.08,17.62
10/24/2006,10.78,17.25
10/25/2006,10.66,16.78
10/26/2006,10.56,16.59
10/27/2006,10.8,17.41
10/30/2006,11.2,17.99
10/31/2006,11.1,17.28
11/1/2006,11.51,17.98
11/2/2006,11.42,18.04
11/3/2006,11.16,17.23
11/6/2006,11.16,17.39
11/7/2006,11.09,17.51
11/8/2006,10.75,16.39
11/9/2006,11.01,16.66
11/10/2006,10.79,15.52
11/13/2006,10.86,16.2
11/14/2006,10.5,15.36
11/15/2006,10.31,15.4
11/16/2006,10.16,15.36
11/17/2006,10.05,15.33
11/20/2006,9.97,15.13
11/21/2006,9.9,15.02
11/22/2006,10.14,14.95
11/24/2006,10.73,15.59
11/27/2006,12.3,17.6
11/28/2006,11.62,17.33
11/29/2006,10.83,16.78
11/30/2006,10.91,16.53
12/1/2006,11.66,16.6
12/4/2006,11.23,16.49
12/5/2006,11.27,16.2
12/6/2006,11.33,16.46
12/7/2006,12.67,17.93
12/8/2006,12.07,17.14
12/11/2006,10.71,15.54
12/12/2006,10.65,15.25
12/13/2006,10.18,14.9
12/14/2006,9.97,14.09
12/15/2006,10.05,15.15
12/18/2006,10.6,16.22
12/19/2006,10.3,16.55
12/20/2006,10.26,16.07
12/21/2006,10.53,16.41
12/22/2006,11.36,17.2
12/26/2006,11.26,17.44
12/27/2006,10.64,16.46
12/28/2006,10.99,16.32
12/29/2006,11.56,16.23
1/3/2007,12.04,17.5
1/4/2007,11.51,16.99
1/5/2007,12.14,17.9
1/8/2007,12,18.35
1/9/2007,11.91,17.89
1/10/2007,11.47,17.25
1/11/2007,10.87,17.02
1/12/2007,10.15,16.56
1/16/2007,10.74,17.28
1/17/2007,10.59,16.92
1/18/2007,10.85,17.63
1/19/2007,10.4,16.81
1/22/2007,10.77,17.65
1/23/2007,10.34,17.34
1/24/2007,9.89,16.61
1/25/2007,11.22,17.63
1/26/2007,11.13,17.52
1/29/2007,11.45,18.16
1/30/2007,10.96,17.98
1/31/2007,10.42,17.19
2/1/2007,10.31,17.11
2/2/2007,10.08,16.43
2/5/2007,10.55,16.84
2/6/2007,10.65,16.61
2/7/2007,10.32,16.17
2/8/2007,10.44,16.14
2/9/2007,11.1,17.11
2/12/2007,11.61,17.34
2/13/2007,10.34,15.83
2/14/2007,10.23,15.37
2/15/2007,10.22,15.27
2/16/2007,10.02,14.83
2/20/2007,10.24,15.77
2/21/2007,10.2,15.38
2/22/2007,10.18,15.3
2/23/2007,10.58,15.32
2/26/2007,11.15,15.98
2/27/2007,18.31,22.97
2/28/2007,15.42,20.53
3/1/2007,15.82,21.51
3/2/2007,18.61,23.66
3/5/2007,19.63,24.61
3/6/2007,15.96,21.19
3/7/2007,15.24,20.56
3/8/2007,14.29,19.79
3/9/2007,14.09,18.94
3/12/2007,13.99,18.52
3/13/2007,18.13,22.04
3/14/2007,17.27,19.77
3/15/2007,16.43,18.79
3/16/2007,16.79,19.6
3/19/2007,14.59,18.38
3/20/2007,13.27,17.6
3/21/2007,12.19,17.2
3/22/2007,12.93,16.77
3/23/2007,12.95,17.17
3/26/2007,13.16,17
3/27/2007,13.48,17.2
3/28/2007,14.98,18.56
3/29/2007,15.14,18.53
3/30/2007,14.64,18.24
4/2/2007,14.53,18.6
4/3/2007,13.46,17.69
4/4/2007,13.24,17.1
4/5/2007,13.23,16.75
4/9/2007,13.14,17.77
4/10/2007,12.68,17.02
4/11/2007,13.49,17.74
4/12/2007,12.71,17.42
4/13/2007,12.2,16.84
4/16/2007,11.98,16.44
4/17/2007,12.14,16.08
4/18/2007,12.42,16.29
4/19/2007,12.54,16.3
4/20/2007,12.07,15.71
4/23/2007,13.04,16.38
4/24/2007,13.12,16.37
4/25/2007,13.21,16.36
4/26/2007,12.79,15.97
4/27/2007,12.45,15.46
4/30/2007,14.22,17.26
5/1/2007,13.51,16.94
5/2/2007,13.08,16.7
5/3/2007,13.09,16.6
5/4/2007,12.91,16.59
5/7/2007,13.15,16.98
5/8/2007,13.21,17.06
5/9/2007,12.88,16.29
5/10/2007,13.6,17.38
5/11/2007,12.95,16.09
5/14/2007,13.96,16.83
5/15/2007,14.01,17.09
5/16/2007,13.5,16.31
5/17/2007,13.51,16.75
5/18/2007,12.76,15.91
5/21/2007,13.3,16.03
5/22/2007,13.06,16.07
5/23/2007,13.24,16.93
5/24/2007,14.08,18.02
5/25/2007,13.34,17.07
5/29/2007,13.53,17.57
5/30/2007,12.83,16.84
5/31/2007,13.05,16.86
6/1/2007,12.78,16.58
6/4/2007,13.29,16.59
6/5/2007,13.63,16.44
6/6/2007,14.87,17.2
6/7/2007,17.06,19.3
6/8/2007,14.84,17.12
6/11/2007,14.71,16.29
6/12/2007,16.67,17.7
6/13/2007,14.73,15.81
6/14/2007,13.64,15.43
6/15/2007,13.94,15.94
6/18/2007,13.42,15.86
6/19/2007,12.85,15.53
6/20/2007,14.67,16.68
6/21/2007,14.21,16.21
6/22/2007,15.75,17.29
6/25/2007,16.65,18.07
6/26/2007,18.89,19.59
6/27/2007,15.53,17.36
6/28/2007,15.54,16.91
6/29/2007,16.23,17.86
7/2/2007,15.4,17
7/3/2007,14.92,16.7
7/5/2007,15.48,17.09
7/6/2007,14.72,16.52
7/9/2007,15.16,17.08
7/10/2007,17.57,18.61
7/11/2007,16.64,17.54
7/12/2007,15.54,17.25
7/13/2007,15.15,16.44
7/16/2007,15.59,16.55
7/17/2007,15.63,16.95
7/18/2007,16,16.77
7/19/2007,15.23,16.55
7/20/2007,16.95,17.49
7/23/2007,16.81,17.85
7/24/2007,18.55,19.31
7/25/2007,18.1,18.92
7/26/2007,20.74,19.5
7/27/2007,24.17,23.18
7/30/2007,20.87,20.76
7/31/2007,23.52,23.55
8/1/2007,23.67,23.78
8/2/2007,21.22,21.24
8/3/2007,25.16,24.42
8/6/2007,22.94,22.43
8/7/2007,21.56,21.08
8/8/2007,21.45,20.97
8/9/2007,26.48,26.23
8/10/2007,28.3,26.84
8/13/2007,26.57,24.57
8/14/2007,27.68,24.97
8/15/2007,30.67,27.97
8/16/2007,30.83,29.03
8/17/2007,29.99,27.04
8/20/2007,26.33,25.2
8/21/2007,25.25,23.67
8/22/2007,22.89,22
8/23/2007,22.62,22.03
8/24/2007,20.72,20.69
8/27/2007,22.72,22.63
8/28/2007,26.3,25.9
8/29/2007,23.81,23.61
8/30/2007,25.06,25.38
8/31/2007,23.38,24.53
9/4/2007,22.78,24.51
9/5/2007,24.58,27.15
9/6/2007,23.99,26.64
9/7/2007,26.23,29.22
9/10/2007,27.38,29.94
9/11/2007,25.27,27.52
9/12/2007,24.96,28.02
9/13/2007,24.76,27.44
9/14/2007,24.92,26.96
9/17/2007,26.48,28.74
